VISUAL_Hyst,human_classification
0.0,1
17019.732878103583,-1
43562.815773800314,-1
380477.840580454,-1
20670740.3469237,-1
131538762273.684,-1
2235419507.397992,-1
36075431.578862555,-1
380477.840580454,-1
29991443674.435738,-1
36075431.578862555,-1
2951.7104332898975,-1
0.0,1
17019.732878103583,-1
43562.815773800314,-1
380477.840580454,-1
20670740.3469237,-1
131538762273.684,-1
2235419507.397992,-1
22077707184.11455,-1
5685259.841481831,-1
5477338.089691215,-1
22077798122.423733,-1
22077736581.223484,-1
43562.815773800314,-1
131538762273.684,-1
4201216694.900308,-1
12590034811.845972,-1
12590034811.845972,-1
11676614378.042183,-1
8027928906.976783,-1
16209153065.920206,-1
12590035189.067398,-1
12590035189.067398,-1
11676614378.042183,-1
8027928906.976783,-1
11676614378.042183,-1
22077697409.0264,-1
22077687452.280773,-1
5477338.089691215,-1
10399955.396169102,-1
22077730355.585308,-1
22077706773.889427,-1
8439362936.573515,-1
2181390.903473223,-1
18397956561.691006,-1
17019.732878103583,-1
43562.815773800314,-1
380477.840580454,-1
29991443674.435738,-1
36075431.578862555,-1
2951.7104332898975,-1
22077693720.761986,-1
22077693720.761986,-1
22077693720.761986,-1
11676614378.042183,-1
0.0,1
8027928906.976783,-1
50231229.30807389,-1
380477.840580454,-1
593116357.2753716,1
2951.7104332898975,-1
0.0,1
36075431.578862555,-1
17019.732878103583,-1
43562.815773800314,-1
17019.732878103583,-1
380477.840580454,-1
29991443674.435738,-1
36075431.578862555,-1
2951.7104332898975,-1
0.0,1
43562.815773800314,-1
17019.732878103583,-1
43562.815773800314,-1
380477.840580454,-1
20670740.3469237,-1
131538762273.684,-1
2235419507.397992,-1
41942476.91217367,-1
41634633.1676297,-1
7357.705995985631,-1
380477.840580454,-1
3582.132429662595,1
13998.426960070045,-1
51010.07491521847,-1
548247.3365636893,-1
29991407769.560833,-1
41942476.91217367,-1
7357.705995985631,-1
3582.132429662595,1
13998.426960070045,-1
51010.07491521847,-1
548247.3365636893,-1
20665549.397122268,-1
20670740.3469237,-1
131538760900.63446,-1
383094076625.18805,-1
41942476.91217367,-1
20595094285.145794,-1
20595087858.32438,-1
11304044184.974022,-1
131538762273.684,-1
11476787483.11362,-1
50660152.731151186,-1
7357.705995985631,-1
3582.132429662595,1
13998.426960070045,-1
51010.07491521847,-1
548247.3365636893,-1
29991407769.560833,-1
41942476.91217367,-1
2235419507.397992,-1
7357.705995985631,-1
3582.132429662595,1
13998.426960070045,-1
51010.07491521847,-1
548247.3365636893,-1
20665549.397122268,-1
131538760900.63446,-1
383094076625.18805,-1
7357.705995985631,-1
5335501.479038587,-1
11304044184.974022,-1
11476787483.11362,-1
50660152.731151186,-1
0.0,1
43562.815773800314,-1
5685259.841481831,-1
11676614378.042183,-1
8027928906.976783,-1
50231229.30807389,-1
2951.7104332898975,-1
0.0,1
17019.732878103583,-1
43562.815773800314,-1
380477.840580454,-1
29991443674.435738,-1
22220926250.659973,-1
26907822683.105183,-1
26907822683.105183,-1
26907822683.105183,-1
14251717064.364178,-1
9662920727.199017,-1
37530520.89471882,-1
248649.91071846272,-1
725612514.6300908,-1
433903.1556566941,-1
439371.4886849581,-1
37587969.6712747,-1
484411.4433347373,-1
443130.4765238182,-1
248649.91071846272,-1
37323866009.78327,-1
37587969.6712747,-1
433903.1556566941,-1
439371.4886849581,-1
443130.4765238182,-1
484411.4433347373,-1
248649.91071846272,-1
57006372.5258017,-1
160774347440.85522,-1
2108752240.320931,-1
37261702.64026914,-1
37261683.983836785,-1
279580.2746064288,-1
377516.790550171,-1
323677.0304092298,-1
330900.8630246193,-1
186318.9013995959,-1
37323859649.32198,-1
37261702.64026914,-1
279580.2746064288,-1
377516.790550171,-1
323677.0304092298,-1
330900.8630246193,-1
186318.9013995959,-1
57005362.69269289,-1
160774347146.82098,-1
475231946808.5222,-1
37261702.64026914,-1
25292479005.390984,-1
25292479018.330112,-1
13603977292.262987,-1
13912612331.351145,-1
37184126.698290296,-1
279580.2746064288,-1
377516.790550171,-1
323677.0304092298,-1
330900.8630246193,-1
186318.9013995959,-1
37323859649.32198,-1
37261702.64026914,-1
279580.2746064288,-1
377516.790550171,-1
323677.0304092298,-1
330900.8630246193,-1
186318.9013995959,-1
57005362.69269289,-1
160774347146.82098,-1
475231946808.5222,-1
279580.2746064288,-1
78794.36166788152,-1
13603977292.262987,-1
13912612331.351145,-1
37184126.698290296,-1
3592051.0143583566,1
3592051.0143583566,1
3592051.0143583566,1
106404.06414270677,-1
20374.46805878204,-1
3492226.534210863,-1
30046664628.90628,-1
19559814299.063595,-1
28667564216.729736,-1
19559803319.490265,-1
3492032.802669193,-1
18278210473.057617,-1
35405019633.39672,-1
30046664628.90628,-1
719984412.4354194,-1
3492032.802669193,-1
28667564216.729736,-1
19559803319.490265,-1
35405019633.39672,-1
18278210473.057617,-1
30046664628.90628,-1
40319272941.91929,-1
208659140.76429537,-1
858989510.4919486,-1
3482248.9137794934,-1
3529435.6678327373,-1
19654997406.143967,-1
15494440513.387411,-1
14502671889.52794,-1
14123477672.535154,-1
27374771770.27583,-1
719984494.101845,-1
3482248.9137794934,-1
19654997406.143967,-1
15494440513.387411,-1
14502671889.52794,-1
14123477672.535154,-1
27374771770.27583,-1
40319272944.65274,-1
208659148.03524965,-1
858971164.4683919,-1
3482248.9137794934,-1
3103.65094467603,-1
3594761.144170849,-1
93554.86358004942,-1
22391.723025786654,-1
3482335.1808385453,-1
19654997406.143967,-1
15494440513.387411,-1
14502671889.52794,-1
14123477672.535154,-1
27374771770.27583,-1
719984494.101845,-1
3482248.9137794934,-1
19654997406.143967,-1
15494440513.387411,-1
14502671889.52794,-1
14123477672.535154,-1
27374771770.27583,-1
40319272944.65274,-1
208659148.03524965,-1
858971164.4683919,-1
19654997406.143967,-1
27374774346.962677,-1
93554.86358004942,-1
22391.723025786654,-1
3482335.1808385453,-1
38573573.11552363,-1
11737.267342140076,-1
4799.955614541707,-1
0.0,1
56756.30054809334,-1
282957.4008664361,-1
20787184.070628013,-1
144686870866.16617,-1
2231148882.5972075,-1
38573573.11552363,-1
282957.4008664361,-1
33025492954.629696,-1
38573573.11552363,-1
11737.267342140076,-1
4799.955614541707,-1
0.0,1
56756.30054809334,-1
282957.4008664361,-1
20787184.070628013,-1
144686870866.16617,-1
2231148882.5972075,-1
24266768270.587734,-1
5582340.661717345,-1
5472318.049042623,-1
24266858733.070217,-1
24266797510.481354,-1
56756.30054809334,-1
144686870866.16617,-1
4611646509.637394,-1
13860454833.067865,-1
13860454833.067865,-1
12833486517.477383,-1
8800121209.181004,-1
17852308217.626114,-1
13860454977.556433,-1
13860454977.556433,-1
12833486517.477383,-1
8800121209.181004,-1
12833486517.477383,-1
24266758541.11073,-1
24266748636.224083,-1
5472318.049042623,-1
10293171.609892832,-1
24266791296.318256,-1
24266767839.318707,-1
9277152494.67557,-1
2074448.573436014,-1
20188432745.588474,-1
56756.30054809334,-1
282957.4008664361,-1
33025492954.629696,-1
38573573.11552363,-1
11737.267342140076,-1
24266754878.927727,-1
24266754878.927727,-1
24266754878.927727,-1
12833486517.477383,-1
4799.955614541707,-1
8800121209.181004,-1
52722152.31655944,-1
282957.4008664361,-1
653552785.9576423,-1
11737.267342140076,-1
4799.955614541707,-1
38573573.11552363,-1
0.0,1
56756.30054809334,-1
0.0,1
282957.4008664361,-1
33025492954.629696,-1
38573573.11552363,-1
11737.267342140076,-1
4799.955614541707,-1
56756.30054809334,-1
0.0,1
56756.30054809334,-1
282957.4008664361,-1
20787184.070628013,-1
144686870866.16617,-1
2231148882.5972075,-1
44418511.47242496,-1
44112264.02697848,-1
16317.80150843002,-1
282957.4008664361,-1
8678.656670266437,-1
3901.4569353455336,1
61866.522982644725,-1
268427.9723321263,-1
33025457163.532883,-1
44418511.47242496,-1
16317.80150843002,-1
8678.656670266437,-1
3901.4569353455336,1
61866.522982644725,-1
268427.9723321263,-1
20781996.928531297,-1
20787184.070628013,-1
144686869503.2446,-1
422543242056.6564,-1
44418511.47242496,-1
22668839895.855976,-1
22668833509.479923,-1
12398526749.499882,-1
144686870866.16617,-1
12602874615.13079,-1
53137230.22193316,-1
16317.80150843002,-1
8678.656670266437,-1
3901.4569353455336,1
61866.522982644725,-1
268427.9723321263,-1
33025457163.532883,-1
44418511.47242496,-1
2231148882.5972075,-1
16317.80150843002,-1
8678.656670266437,-1
3901.4569353455336,1
61866.522982644725,-1
268427.9723321263,-1
20781996.928531297,-1
144686869503.2446,-1
422543242056.6564,-1
16317.80150843002,-1
5049982.889261504,-1
12398526749.499882,-1
12602874615.13079,-1
53137230.22193316,-1
4799.955614541707,-1
56756.30054809334,-1
5582340.661717345,-1
12833486517.477383,-1
8800121209.181004,-1
52722152.31655944,-1
11737.267342140076,-1
4799.955614541707,-1
0.0,1
56756.30054809334,-1
282957.4008664361,-1
33025492954.629696,-1
41901756.296228215,-1
75153349.09736831,-1
68324138.98574655,-1
107431729.22885586,-1
0.0,1
68859587.48737009,-1
170815410.83769587,-1
101871806462.5957,-1
2250373924.939802,-1
41901756.296228215,-1
68859587.48737009,-1
23150349694.28962,-1
41901756.296228215,-1
75153349.09736831,-1
68324138.98574655,-1
107431729.22885586,-1
0.0,1
68859587.48737009,-1
170815410.83769587,-1
101871806462.5957,-1
2250373924.939802,-1
17155246200.566362,-1
74178165.50263646,-1
59170277.7258793,-1
17155337156.11248,-1
17155275615.18436,-1
0.0,1
101871806462.5957,-1
3278628651.4210844,-1
9738407363.238247,-1
9738407363.238247,-1
9110888037.854187,-1
6304020838.381831,-1
12515635307.941317,-1
9738408101.783121,-1
9738408101.783121,-1
9110888037.854187,-1
6304020838.381831,-1
9110888037.854187,-1
17155236436.819761,-1
17155226479.037107,-1
59170277.7258793,-1
78901782.23256408,-1
17155269344.457521,-1
17155245765.029606,-1
6581758250.189024,-1
70683463.04503578,-1
14377586198.067696,-1
68859587.48737009,-1
23150349694.28962,-1
41901756.296228215,-1
75153349.09736831,-1
17155232739.157774,-1
17155232739.157774,-1
17155232739.157774,-1
9110888037.854187,-1
68324138.98574655,-1
6304020838.381831,-1
56394757.59907537,-1
68859587.48737009,-1
525050731.50801736,-1
75153349.09736831,-1
68324138.98574655,-1
41901756.296228215,-1
107431729.22885586,-1
0.0,1
107431729.22885586,-1
68859587.48737009,-1
23150349694.28962,-1
41901756.296228215,-1
75153349.09736831,-1
68324138.98574655,-1
0.0,1
107431729.22885586,-1
0.0,1
68859587.48737009,-1
170815410.83769587,-1
101871806462.5957,-1
2250373924.939802,-1
44629762.70601288,-1
44321921.789532214,-1
62623340.747704804,-1
68859587.48737009,-1
50095804.33727498,-1
57837601.02869554,-1
4379.79887470427,1
54666021.24318387,-1
23150313832.164913,-1
44629762.70601288,-1
62623340.747704804,-1
50095804.33727498,-1
57837601.02869554,-1
4379.79887470427,1
54666021.24318387,-1
170810221.31857517,-1
170815410.83769587,-1
101871805093.35158,-1
294056221942.6152,-1
44629762.70601288,-1
15945398614.297098,-1
15945392188.571938,-1
8871862613.534742,-1
101871806462.5957,-1
8953559768.121996,-1
53257030.67075257,-1
62623340.747704804,-1
50095804.33727498,-1
57837601.02869554,-1
4379.79887470427,1
54666021.24318387,-1
23150313832.164913,-1
44629762.70601288,-1
2250373924.939802,-1
62623340.747704804,-1
50095804.33727498,-1
57837601.02869554,-1
4379.79887470427,1
54666021.24318387,-1
170810221.31857517,-1
101871805093.35158,-1
294056221942.6152,-1
62623340.747704804,-1
59467844.79677074,-1
8871862613.534742,-1
8953559768.121996,-1
53257030.67075257,-1
68324138.98574655,-1
0.0,1
74178165.50263646,-1
9110888037.854187,-1
6304020838.381831,-1
56394757.59907537,-1
75153349.09736831,-1
68324138.98574655,-1
107431729.22885586,-1
0.0,1
68859587.48737009,-1
23150349694.28962,-1
35830613.33139703,-1
176103.828400511,-1
190541.4943364617,-1
202736.29339350533,-1
214108.0049970213,-1
0.0,1
22410199.603749756,-1
130247051515.61809,-1
2619379687.7017694,-1
35830613.33139703,-1
0.0,1
30075727646.958424,-1
35830613.33139703,-1
176103.828400511,-1
190541.4943364617,-1
202736.29339350533,-1
214108.0049970213,-1
0.0,1
22410199.603749756,-1
130247051515.61809,-1
2619379687.7017694,-1
21862455346.32955,-1
5307844.653921615,-1
5736356.154110297,-1
21862450447.682163,-1
21862450486.694542,-1
214108.0049970213,-1
130247051515.61809,-1
4160795897.132577,-1
12464980721.992863,-1
12464980721.992863,-1
11562628254.270147,-1
7952099217.197755,-1
16047437369.778112,-1
12464980784.327147,-1
12464980784.327147,-1
11562628254.270147,-1
7952099217.197755,-1
11562628254.270147,-1
21862455340.1879,-1
21862455359.743168,-1
5736356.154110297,-1
10022480.671950657,-1
21862450415.901733,-1
21862450447.413868,-1
8358040817.155319,-1
1803675.9035274482,-1
18221923821.409233,-1
30075727646.958424,-1
35830613.33139703,-1
176103.828400511,-1
21862455377.91473,-1
21862455377.91473,-1
21862455377.91473,-1
11562628254.270147,-1
190541.4943364617,-1
7952099217.197755,-1
50013211.80261663,-1
0.0,1
587365386.8864858,-1
176103.828400511,-1
190541.4943364617,-1
35830613.33139703,-1
202736.29339350533,-1
214108.0049970213,-1
202736.29339350533,-1
0.0,1
30075727646.958424,-1
35830613.33139703,-1
176103.828400511,-1
190541.4943364617,-1
214108.0049970213,-1
202736.29339350533,-1
214108.0049970213,-1
0.0,1
22410199.603749756,-1
130247051515.61809,-1
2619379687.7017694,-1
41491312.92458876,-1
41491294.26815641,-1
90337.20284590714,-1
0.0,1
196183.9991770672,-1
153034.86421959646,-1
128939.24815829436,-1
4672.531002334298,1
30075692490.056923,-1
41491312.92458876,-1
90337.20284590714,-1
196183.9991770672,-1
153034.86421959646,-1
128939.24815829436,-1
4672.531002334298,1
22405030.981375705,-1
22410199.603749756,-1
130247050240.36147,-1
379596267173.50543,-1
41491312.92458876,-1
20391130478.192726,-1
20391130491.131855,-1
11195295801.798376,-1
130247051515.61809,-1
11366064463.575563,-1
50263630.95673993,-1
90337.20284590714,-1
196183.9991770672,-1
153034.86421959646,-1
128939.24815829436,-1
4672.531002334298,1
30075692490.056923,-1
41491312.92458876,-1
2619379687.7017694,-1
90337.20284590714,-1
196183.9991770672,-1
153034.86421959646,-1
128939.24815829436,-1
4672.531002334298,1
22405030.981375705,-1
130247050240.36147,-1
379596267173.50543,-1
90337.20284590714,-1
4794760.746789485,-1
11195295801.798376,-1
11366064463.575563,-1
50263630.95673993,-1
190541.4943364617,-1
214108.0049970213,-1
5307844.653921615,-1
11562628254.270147,-1
7952099217.197755,-1
50013211.80261663,-1
176103.828400511,-1
190541.4943364617,-1
202736.29339350533,-1
214108.0049970213,-1
0.0,1
30075727646.958424,-1
3809246947.792569,-1
797425003.9335847,-1
680799514.1070479,-1
1037250960.2899824,-1
599105454.665441,-1
851526841.1822345,-1
1180752816.9922814,1
2245484.5198530126,1
58061730.02997111,1
3809246947.792569,-1
851526841.1822345,-1
0.0,1
3809246947.792569,-1
797425003.9335847,-1
680799514.1070479,-1
1037250960.2899824,-1
599105454.665441,-1
851526841.1822345,-1
1180752816.9922814,1
2245484.5198530126,1
58061730.02997111,1
3743090223.3704524,-1
956778776.0229174,-1
1230496009.1345098,-1
3743399799.491327,-1
3908661446.2183437,-1
599105454.665441,-1
2245484.5198530126,1
3724584883.371995,-1
3891801618.181162,-1
3891801618.181162,-1
3998021325.8303266,-1
1398973189.4494977,-1
3729300080.1575766,-1
3891954822.9096103,-1
3891954822.9096103,-1
3998021325.8303266,-1
1398973189.4494977,-1
3998021325.8303266,-1
3743660684.882751,-1
3908982873.863189,-1
1230496009.1345098,-1
971605336.7518071,-1
3741137306.3469605,-1
3906282251.193513,-1
58134873.39199956,-1
888889156.248072,-1
62843493.58023311,-1
3809246947.792569,-1
797425003.9335847,-1
3908392494.0109625,-1
3908392494.0109625,-1
3908392494.0109625,-1
3998021325.8303266,-1
680799514.1070479,-1
1398973189.4494977,-1
1299551960.1000793,-1
851526841.1822345,-1
1088582712.8600333,-1
797425003.9335847,-1
680799514.1070479,-1
3809246947.792569,-1
1037250960.2899824,-1
599105454.665441,-1
1037250960.2899824,-1
851526841.1822345,-1
0.0,1
3809246947.792569,-1
797425003.9335847,-1
680799514.1070479,-1
599105454.665441,-1
1037250960.2899824,-1
599105454.665441,-1
851526841.1822345,-1
1180752816.9922814,1
2245484.5198530126,1
58061730.02997111,1
3777890570.0690866,-1
3778122597.0886374,-1
687595308.9047265,-1
851526841.1822345,-1
680362805.4668729,-1
599507011.850554,-1
564332466.1374207,-1
862693998.4768662,-1
563.3384438593006,1
3777890570.0690866,-1
687595308.9047265,-1
680362805.4668729,-1
599507011.850554,-1
564332466.1374207,-1
862693998.4768662,-1
1180752470.7558806,1
1180752816.9922814,1
2247296.182697337,1
58062852.03314305,1
3777890570.0690866,-1
1921463168.0322297,-1
2086662682.8437088,-1
1892779024.1733272,-1
2245484.5198530126,1
3708956281.532473,-1
1358609671.5551736,-1
687595308.9047265,-1
680362805.4668729,-1
599507011.850554,-1
564332466.1374207,-1
862693998.4768662,-1
563.3384438593006,1
3777890570.0690866,-1
58061730.02997111,1
687595308.9047265,-1
680362805.4668729,-1
599507011.850554,-1
564332466.1374207,-1
862693998.4768662,-1
1180752470.7558806,1
2247296.182697337,1
58062852.03314305,1
687595308.9047265,-1
975585751.774214,-1
1892779024.1733272,-1
3708956281.532473,-1
1358609671.5551736,-1
680799514.1070479,-1
599105454.665441,-1
956778776.0229174,-1
3998021325.8303266,-1
1398973189.4494977,-1
1299551960.1000793,-1
797425003.9335847,-1
680799514.1070479,-1
1037250960.2899824,-1
599105454.665441,-1
851526841.1822345,-1
0.0,1
0.0,1
28893322892.406483,-1
19655538804.385822,-1
35644903747.96713,-1
18380886660.216846,-1
30277892743.709606,-1
40529788192.513885,-1
87017013.42737454,-1
212987105.07732445,-1
0.0,1
30277892743.709606,-1
38220279.470177986,-1
0.0,1
28893322892.406483,-1
19655538804.385822,-1
35644903747.96713,-1
18380886660.216846,-1
30277892743.709606,-1
40529788192.513885,-1
87017013.42737454,-1
212987105.07732445,-1
20276310.533705957,-1
30278039020.60009,-1
21414007746.27724,-1
19188257.55615543,-1
22872216.725428987,-1
18380886660.216846,-1
87017013.42737454,-1
7813981.648580493,-1
15638402.506427424,-1
15638402.506427424,-1
11968919.355696278,-1
18664251.452492617,-1
15050603.19883343,-1
15645732.218668096,-1
15645732.218668096,-1
11968919.355696278,-1
18664251.452492617,-1
11968919.355696278,-1
27757944.538264986,-1
22919589.834264748,-1
21414007746.27724,-1
30278039579.869385,-1
22281689.57259188,-1
23120533.930166394,-1
11856238.1468395,-1
30278042785.724075,-1
18592754.568731368,-1
28893322892.406483,-1
23013062.653719306,-1
23013062.653719306,-1
23013062.653719306,-1
11968919.355696278,-1
19655538804.385822,-1
18664251.452492617,-1
107.9760281685638,1
30277892743.709606,-1
19655867428.19292,-1
28893322892.406483,-1
19655538804.385822,-1
0.0,1
35644903747.96713,-1
18380886660.216846,-1
35644903747.96713,-1
30277892743.709606,-1
38220279.470177986,-1
0.0,1
28893322892.406483,-1
19655538804.385822,-1
18380886660.216846,-1
35644903747.96713,-1
18380886660.216846,-1
30277892743.709606,-1
40529788192.513885,-1
87017013.42737454,-1
212987105.07732445,-1
2382.6499928171547,1
55527.33930361454,1
19759399172.076744,-1
30277892743.709606,-1
15526609854.866026,-1
14533154092.6563,-1
14152352627.238823,-1
27531269013.749355,-1
38240110.42055557,-1
2382.6499928171547,1
19759399172.076744,-1
15526609854.866026,-1
14533154092.6563,-1
14152352627.238823,-1
27531269013.749355,-1
40529788855.932335,-1
40529788192.513885,-1
87018777.52649108,-1
426561235.22013795,-1
2382.6499928171547,1
17705072.57624034,-1
21386595.551280472,-1
11349836.039268116,-1
87017013.42737454,-1
8852974.814640531,-1
2407.8445913220944,1
19759399172.076744,-1
15526609854.866026,-1
14533154092.6563,-1
14152352627.238823,-1
27531269013.749355,-1
38240110.42055557,-1
2382.6499928171547,1
212987105.07732445,-1
19759399172.076744,-1
15526609854.866026,-1
14533154092.6563,-1
14152352627.238823,-1
27531269013.749355,-1
40529788855.932335,-1
87018777.52649108,-1
426561235.22013795,-1
19759399172.076744,-1
27531347871.021343,-1
11349836.039268116,-1
8852974.814640531,-1
2407.8445913220944,1
19655538804.385822,-1
18380886660.216846,-1
30278039020.60009,-1
11968919.355696278,-1
18664251.452492617,-1
107.9760281685638,1
28893322892.406483,-1
19655538804.385822,-1
35644903747.96713,-1
18380886660.216846,-1
30277892743.709606,-1
38220279.470177986,-1
35522052.92662428,-1
35522052.92662428,-1
546896.0444529775,1
548857.9596414699,-1
587453.6142678513,-1
582097.3453636898,-1
802676.6838975955,-1
21216381.935682744,-1
119048731632.0486,-1
2241040149.4675903,-1
35522052.92662428,-1
802676.6838975955,-1
27110108868.97689,-1
35522052.92662428,-1
546896.0444529775,1
19998406300.025703,-1
548857.9596414699,-1
587453.6142678513,-1
582097.3453636898,-1
802676.6838975955,-1
19998410943.745888,-1
21216381.935682744,-1
119048731632.0486,-1
2241040149.4675903,-1
19998406300.025703,-1
6113207.826950577,-1
6036238.273623409,-1
19998405881.106506,-1
19998409961.107666,-1
10577818931.565878,-1
582097.3453636898,-1
119048731632.0486,-1
3811299518.585942,-1
11383281991.403969,-1
11383281991.403969,-1
10577818931.565878,-1
7294465829.60808,-1
7294465829.60808,-1
14648135741.776785,-1
11383282734.070852,-1
11383282734.070852,-1
10577818931.565878,-1
7294465829.60808,-1
10577818931.565878,-1
19998407086.236767,-1
49678647.84041524,-1
19998412120.11865,-1
6036238.273623409,-1
10831647.894630803,-1
546896.0444529775,1
19998407334.87532,-1
19998412509.74358,-1
7643304775.414183,-1
548857.9596414699,-1
2613097.9127005804,-1
16697393785.107145,-1
587453.6142678513,-1
582097.3453636898,-1
802676.6838975955,-1
27110108868.97689,-1
35522052.92662428,-1
546896.0444529775,1
19998410943.745888,-1
19998410943.745888,-1
19998410943.745888,-1
10577818931.565878,-1
548857.9596414699,-1
7294465829.60808,-1
49678647.84041524,-1
802676.6838975955,-1
536255893.97886676,-1
546896.0444529775,1
548857.9596414699,-1
35522052.92662428,-1
587453.6142678513,-1
582097.3453636898,-1
587453.6142678513,-1
802676.6838975955,-1
27110108868.97689,-1
35522052.92662428,-1
546896.0444529775,1
548857.9596414699,-1
582097.3453636898,-1
587453.6142678513,-1
582097.3453636898,-1
802676.6838975955,-1
21216381.935682744,-1
119048731632.0486,-1
2241040149.4675903,-1
3189.4734250907372,-1
41224030.61868553,-1
41223296.71085891,-1
548907.0029551545,1
802676.6838975955,-1
553460.1393146536,-1
577578.2796835044,-1
587253.8409634687,-1
950601.6143704517,-1
27110073006.852184,-1
41224030.61868553,-1
548907.0029551545,1
553460.1393146536,-1
577578.2796835044,-1
587253.8409634687,-1
950601.6143704517,-1
21211192.41656205,-1
21216381.935682744,-1
119048730262.80447,-1
345617242758.425,-1
41224030.61868553,-1
18625290038.897057,-1
18625295293.475937,-1
10263244799.306433,-1
119048731632.0486,-1
10407039047.235323,-1
49936428.370251775,-1
548907.0029551545,1
553460.1393146536,-1
577578.2796835044,-1
587253.8409634687,-1
950601.6143704517,-1
27110073006.852184,-1
41224030.61868553,-1
2241040149.4675903,-1
548907.0029551545,1
553460.1393146536,-1
577578.2796835044,-1
587253.8409634687,-1
950601.6143704517,-1
21211192.41656205,-1
119048730262.80447,-1
345617242758.425,-1
0.0,1
548907.0029551545,1
5743931.33884594,-1
10263244799.306433,-1
10407039047.235323,-1
49936428.370251775,-1
548857.9596414699,-1
582097.3453636898,-1
6113207.826950577,-1
40777.644740380194,-1
10577818931.565878,-1
7294465829.60808,-1
49678647.84041524,-1
546896.0444529775,1
548857.9596414699,-1
587453.6142678513,-1
582097.3453636898,-1
802676.6838975955,-1
27110108868.97689,-1
33744502.07734892,-1
0.0,1
3189.8531042351224,-1
40777.54824971184,-1
35201.300910712365,-1
540284.6838975955,-1
20599241.617441166,-1
119048520234.12514,-1
2241022923.2455587,-1
33744502.07734892,-1
540284.6838975955,-1
27110126130.812485,-1
33744502.07734892,-1
0.0,1
3189.8531042351224,-1
40777.54824971184,-1
35201.300910712365,-1
540284.6838975955,-1
20599241.617441166,-1
119048520234.12514,-1
2241022923.2455587,-1
19998443589.229465,-1
5850815.826950577,-1
5489773.026803053,-1
19998534544.217613,-1
19998473002.111584,-1
35201.300910712365,-1
119048520234.12514,-1
3811372619.945548,-1
11383320871.02846,-1
11383320871.02846,-1
10577996063.3754,-1
7294507177.982256,-1
14648208843.13639,-1
11383321613.695343,-1
11383321613.695343,-1
10577996063.3754,-1
7294507177.982256,-1
10577996063.3754,-1
19998433824.34666,-1
19998423865.342052,-1
5489773.026803053,-1
10569255.894630803,-1
19998466736.966232,-1
19998443156.66848,-1
7643607353.1284685,-1
2350705.9127005804,-1
16697431074.310907,-1
19998430126.68466,-1
19998430126.68466,-1
19998430126.68466,-1
10577996063.3754,-1
3189.8531042351224,-1
7294507177.982256,-1
47901096.99113987,-1
540284.6838975955,-1
535710225.8723295,-1
0.0,1
3189.8531042351224,-1
33744502.07734892,-1
40777.54824971184,-1
35201.300910712365,-1
40777.54824971184,-1
540284.6838975955,-1
27110126130.812485,-1
33744502.07734892,-1
0.0,1
3189.8531042351224,-1
35201.300910712365,-1
40777.54824971184,-1
35201.300910712365,-1
540284.6838975955,-1
20599241.617441166,-1
119048520234.12514,-1
2241022923.2455587,-1
39630543.19315362,-1
39322702.27651548,-1
4475.451441843339,1
540284.6838975955,-1
6117.8455906383115,-1
31316.879261964095,-1
42822.28945015749,-1
998392.3445291818,-1
27110090268.68778,-1
39630543.19315362,-1
4475.451441843339,1
6117.8455906383115,-1
31316.879261964095,-1
42822.28945015749,-1
998392.3445291818,-1
20594052.098320473,-1
20599241.617441166,-1
119048518864.88101,-1
345617225532.2029,-1
39630543.19315362,-1
18625305048.836456,-1
18625298622.153748,-1
10264572723.1685,-1
119048520234.12514,-1
10407141842.13056,-1
48342940.944719866,-1
4475.451441843339,1
6117.8455906383115,-1
31316.879261964095,-1
42822.28945015749,-1
998392.3445291818,-1
27110090268.68778,-1
39630543.19315362,-1
2241022923.2455587,-1
4475.451441843339,1
6117.8455906383115,-1
31316.879261964095,-1
42822.28945015749,-1
998392.3445291818,-1
20594052.098320473,-1
119048518864.88101,-1
345617225532.2029,-1
4475.451441843339,1
5791722.06900467,-1
10264572723.1685,-1
10407141842.13056,-1
48342940.944719866,-1
3189.8531042351224,-1
35201.300910712365,-1
5850815.826950577,-1
10577996063.3754,-1
7294507177.982256,-1
47901096.99113987,-1
0.0,1
3189.8531042351224,-1
40777.54824971184,-1
35201.300910712365,-1
540284.6838975955,-1
27110126130.812485,-1
0.0,1
0.0,1
112354.89376683896,-1
21370183.446578547,-1
3496286.7000133866,-1
30046519825.523476,-1
19559720909.395718,-1
28667423693.585785,-1
19559714570.182545,-1
3496552.3161626607,-1
18278127448.985855,-1
35404852397.19743,-1
30046519825.523476,-1
741414077.4822739,-1
3496552.3161626607,-1
28667423693.585785,-1
19559714570.182545,-1
35404852397.19743,-1
18278127448.985855,-1
30046519825.523476,-1
40319086766.18841,-1
208574390.43466327,-1
869623107.8756808,-1
3486730.3616022407,-1
3481825.1057672063,-1
19654901402.35274,-1
15494364069.804785,-1
14502608718.792183,-1
14123418051.059607,-1
27374646439.410915,-1
741414153.612126,-1
3486730.3616022407,-1
19654901402.35274,-1
15494364069.804785,-1
14502608718.792183,-1
14123418051.059607,-1
27374646439.410915,-1
40319086767.56845,-1
208574393.71971378,-1
869612609.622566,-1
3486730.3616022407,-1
5337333.120213114,-1
3034.447860380905,-1
99573.54685324541,-1
27523.013528422205,-1
3486300.25899738,-1
19654901402.35274,-1
15494364069.804785,-1
